NIF	Compra	Loja
636454670	Sumo: 4, Chocolate: 2, Farinha de rosca: 3	Pingo Doce
187265016	Bovina: 8, Chá: 6, Alho: 8	Pingo Doce
724700158	Melão: 4, Saco de lixo: 8, Biscoito: 1, Manteiga: 10, Atum: 3, Cebola: 1, Carvão: 5, Batata: 6	Intermarché
267290116	Mostarda: 3, Vassoura: 4, Chá: 6	Pingo Doce
170143931	Sumo: 6, Atum: 3, Creme de leite: 7, Pano de limpeza: 4, Lenço de papel: 7, Pimentão: 8, Couve: 9, Pinça: 6, Refrigerante: 3, Pepino: 9	Pingo Doce
122528012	Palmito: 6, Sardinha: 7, Bombom: 10, Leite: 1, Alface: 4, Limpa-vidro: 10, Fermento: 10, Farinha de rosca: 9	Pingo Doce
671545793	Chocolate: 10, Sal grosso: 8, Pães: 10, Uísque: 8, Creme de barbear: 1, Leite: 3, Cerveja: 10, Banana: 10, Lâmina de barbear: 6	Continente
477335730	Manteiga: 8, Inseticida: 9, Papel higiênico: 2, Couve: 3, Farinha de rosca: 7, Nata: 7, Ricota: 1, Margarina: 6	Continente
896533090	Detergente: 8, Espinafre: 1, Hidratante: 5	Pingo Doce
748420980	Tortas: 8, Lava-roupas: 2, Couve: 10, Espinafre: 1, Pães: 9, Maionese: 4	Pingo Doce
131351096	Temperinho verde: 9	Intermarché
868410833	Uísque: 7	Continente
315051123	Pepino: 5, Salgados: 5	Continente
160918817	Lenço de papel: 2, Rúcula: 3, Tomate: 2	Intermarché
921973897	Rúcula: 6	Pingo Doce
359540903	Cereal: 2, Cortador de unhas: 8	Intermarché
971855761	Fermento: 6, Geleia: 8, Leite: 3, Lava-roupas: 3, Requeijão: 7, Rum: 3, Champanhe: 1	Intermarché
971398333	Peixe: 2, Queijo: 2, Abacaxi: 6, Sal grosso: 8, Shampoo: 3, Tempero: 7, Inseticida: 4, Manjericão: 8, Tortas: 1, Palmito: 7	Intermarché
383927880	Cereal: 8	Pingo Doce
321351648	Esponja: 4, Coco ralado: 3, Frutas secas: 3, Fio-dental: 5, Manjericão: 4, Melão: 9, Chuchu: 1	Pingo Doce
492975087	Peixe: 2, Vodca: 10, Cotonete: 10, Palito de dente: 5, Adoçante: 8, Goiaba: 2	Pingo Doce
894959867	Bróculos: 1, Tempero: 7, Peito de peru: 10, Champanhe: 1, Goiaba: 10, Hambúrguer: 10, Água: 8, Pinça: 1, Inseticida: 2	Intermarché
522363535	Linguiça: 5, Lenço de papel: 3, Manteiga: 10, Farinha de trigo: 2	Continente
391146548	Lustra-móveis: 5, Bombom: 5, Pêra: 4, Chá: 7, Farinha de mandioca: 8, Tempero: 6, Leite: 1	Pingo Doce
208363673	Cebola: 1, Álcool: 6	Intermarché
863652159	Limpa-vidro: 1, Hambúrguer: 9, Mamão: 1, Abacaxi: 10, Condicionador: 1, Sumo: 3, Água de coco: 4, Queijo: 3	Intermarché
572849653	Salsicha: 4, Melância: 7, Hambúrguer: 1, Repolho: 8, Sumo: 2, Algodão: 1	Continente
168749110	Vodca: 2, Berinjela: 10, Talco: 2	Intermarché
445259466	Condicionador: 10, Fósforo: 2, Gelatina: 8, Farinha de trigo: 10, Bolos: 1, Pano de limpeza: 1	Pingo Doce
590297725	Patê: 9, Pinça: 3, Pães: 1, Abacate: 2, Chocolate granulado: 2, Sumo: 9, Lixa: 9	Intermarché
883967529	Bróculos: 5, Mortadela: 10, Ervilha: 7, Pilhas: 7	Continente
303133471	Lenço de papel: 1, Shampoo: 10, Creme de barbear: 1	Pingo Doce
554079022	Ovos: 8, Preservativo: 5, Fraldas: 2	Continente
414639712	Sopa: 8, Azeitona: 6, Guardanapos: 7, Bróculos: 4, Banana: 2, Shampoo: 10, Chocolate granulado: 5, Bacon: 7	Continente
382264877	Fósforo: 9, Condicionador: 10	Continente
935497119	Salsicha: 10	Continente
286922577	Cortador de unhas: 9	Continente
859935526	Purificador de ambientes: 4, Acetona: 7, Pimentão: 4, Papel higiênico: 10, Pilhas: 4, Pinça: 4, Lixa: 10	Continente
218328934	Escova de dentes: 2, Salsicha: 10, Preservativo: 9	Pingo Doce
414417232	Pães: 9, Creme de barbear: 2, Inseticida: 9, Nata: 6	Pingo Doce
789754498	Polpa de tomate: 8, Vinho: 8, Farinha de rosca: 9, Patê: 6, Sabão em pó: 9, Maçã: 8, Bombom: 4, Desodorizante: 1	Intermarché
496609172	Tortas: 2, Abacaxi: 3, Lentilha: 6, Mamão: 2	Continente
387448257	Espinafre: 10, Peito de peru: 2, Algodão: 9	Pingo Doce
434613810	Bacon: 7, Gelatina: 9, Leite de coco: 6, Água de coco: 3	Pingo Doce
168182361	Pêra: 2, Álcool: 7, Tomate: 9	Continente
817335544	Polpa de tomate: 3, Abacaxi: 10, Pimentão: 4, Algodão: 8, Palmito: 5, Refrigerante: 9, Agrião: 7, Purificador de ambientes: 4, Melância: 8	Continente
715370883	Adoçante: 2, Vagem: 5, Agrião: 6, Abóbora: 7, Leite condensado: 4, Fósforo: 7, Ketchup: 10	Pingo Doce
588832037	Shampoo: 3, Fermento: 1, Linguiça: 5, Desodorizante: 9, Bróculos: 6, Inseticida: 10, Pêra: 3, Chuchu: 9, Porco: 1	Pingo Doce
522363535	Maionese: 6	Continente
579953185	Pães: 5, Hambúrguer: 1, Saco de lixo: 6, Sal grosso: 1, Cogumelos: 2, Maionese: 1, Bolos: 4, Sabonete: 6	Continente
822997672	Fio-dental: 9, Cogumelos: 9, Vassoura: 7	Pingo Doce
198754984	Rum: 2, Ketchup: 9, Pepino: 9, Manteiga: 4, Milho: 4, Berinjela: 9, Mostarda: 10, Caldo: 1, Inseticida: 2	Pingo Doce
964013589	Talco: 8, Abacate: 6, Abóbora: 2, Lixa: 9, Guardanapos: 3, Doces: 9, Cotonete: 9	Pingo Doce
831376064	Laranja: 9, Batata: 3	Intermarché
591525993	Sal grosso: 8, Presunto: 4, Preservativo: 2, Margarina: 8, Linguiça: 7, Café: 4, Melão: 1	Pingo Doce
178801292	Queijo: 3, Iogurte: 8, Aparelho de barbear: 7, Bovina: 8, Peixe: 7, Tomate: 8	Continente
242806150	Talco: 6	Continente
746018053	Sabão em pó: 3, Pilhas: 3, Patê: 1, Azeite: 5, Bacon: 8, Sal: 3	Continente
488499875	Preservativo: 2	Pingo Doce
812946034	Cebola: 8	Pingo Doce
863652159	Tempero: 2, Absorvente: 2, Leite condensado: 8, Uva: 10, Carvão: 2, Pilhas: 5, Frango: 1, Fermento: 2, Margarina: 8	Pingo Doce
661501201	Polvilho: 1, Pêra: 5, Preservativo: 1, Miúdos: 1, Cogumelos: 4, Vagem: 8, Lenço de papel: 7, Leite: 3	Continente
676820398	Melância: 8, Desodorizante: 10, Goiaba: 6, Mostarda: 3, Atum: 10, Farinha de mandioca: 2, Cenoura: 5	Continente
445668157	Vassoura: 7, Vinho: 5	Pingo Doce
786845429	Molho: 3	Continente
385021197	Cogumelos: 10, Palmito: 10, Gordura vegetal: 7, Cereal: 6, Manteiga: 7, Pimentão: 1, Leite: 6, Patê: 2	Continente
312266103	Laranja: 7	Continente
712852373	Frutas secas: 2, Água de coco: 3, Patê: 2, Cebola: 6, Bróculos: 8, Cenoura: 8, Aparelho de barbear: 8, Preservativo: 6, Biscoito: 10, Pano de limpeza: 4	Continente
303274836	Vodca: 8, Manteiga: 10, Licor: 9, Farinha de milho: 1	Continente
784027558	Açúcar: 1, Talco: 5, Salgados: 2, Palmito: 10, Sopa: 10, Salame: 3, Vassoura: 8, Vodca: 4	Pingo Doce
754672105	Amaciador: 5, Margarina: 9, Ricota: 2, Uísque: 5, Pilhas: 10, Melão: 6, Água tônica: 5, Leite: 1, Vinho: 6	Intermarché
565437218	Pepino: 2, Salsinha: 2, Vodca: 4, Creme de leite: 8, Vinho: 2, Miúdos: 4, Abacaxi: 7	Intermarché
799501319	Desinfetante: 3, Ricota: 6, Temperinho verde: 2, Banana: 3, Farinha de milho: 8, Biscoitos: 7, Licor: 7, Melância: 9	Pingo Doce
997944279	Pepino: 4, Bacon: 9, Biscoito: 6, Chocolate: 2, Lustra-móveis: 7, Refrigerante: 10, Chocolate granulado: 6, Sal: 2, Champanhe: 9	Continente
954326262	Margarina: 10, Salsinha: 6, Pepino: 6, Abacaxi: 1, Alho: 5, Milho: 3	Continente
989695702	Requeijão: 10, Repolho: 3, Licor: 1, Chuchu: 7, Doces: 8, Uísque: 4, Leite condensado: 1, Vagem: 7, Manteiga: 2, Limpa-vidro: 2	Pingo Doce
761767033	Macarrão: 6, Tortas: 8, Tempero: 7, Gelatina: 8, Melância: 5, Detergente: 3, Molho: 7, Sal grosso: 2, Absorvente: 4, Porco: 4	Pingo Doce
122048726	Lentilha: 4, Velas: 8, Banana: 8	Pingo Doce
230493309	Rum: 8, Sabonete: 1, Água: 8, Hambúrguer: 6, Algodão: 1, Arroz: 10, Acetona: 9, Tortas: 1	Continente
755480998	Lenço de papel: 9, Açúcar: 3, Mamão: 8, Requeijão: 2, Beterraba: 1, Pães: 5	Continente
333646829	Chuchu: 4, Iogurte: 8, Aparelho de barbear: 3, Sabão em pó: 7, Salsicha: 8	Pingo Doce
123693931	Alho: 5, Hidratante: 2, Frutas secas: 9, Alface: 3, Mamão: 6, Álcool: 8, Queijo ralado: 10, Pimentão: 7	Pingo Doce
375767865	Peixe: 10, Batata: 4, Iogurte: 7, Laranja: 9, Berinjela: 9, Sabão em pó: 3, Bolos: 5, Leite: 10, Maionese: 7, Polpa de tomate: 5	Continente
361500988	Salsinha: 2, Refrigerante: 10, Pepino: 3, Velas: 8, Preservativo: 9, Gel: 4, Champanhe: 6	Pingo Doce
824273326	Azeitona: 8, Mostarda: 6	Pingo Doce
745448564	Sal grosso: 7, Presunto: 8, Sal: 8, Arroz: 8, Doces: 9, Azeitona: 2, Licor: 1, Talco: 9	Intermarché
265677666	Molho: 9, Uísque: 6, Abacate: 9, Amaciador: 1, Carvão: 10, Hambúrguer: 4, Vagem: 7, Escova de dentes: 5, Salsicha: 4, Licor: 7	Intermarché
206254735	Leite: 9, Talco: 10, Pilhas: 1, Alface: 2, Cortador de unhas: 5	Continente
472984331	Laranja: 9, Lâmina de barbear: 3, Abacate: 5, Temperinho verde: 2, Farinha de mandioca: 5, Detergente: 10, Azeitona: 10, Geleia: 1	Continente
616807328	Ervilha: 3, Vassoura: 4, Salsinha: 2, Vinho: 7	Intermarché
355379134	Chá: 3, Lava-roupas: 4	Intermarché
964956068	Preservativo: 3, Lava-roupas: 6, Bovina: 2, Farinha de mandioca: 2, Salsicha: 10, Sal grosso: 2, Pano de limpeza: 9, Nata: 7	Intermarché
803664305	Pano de prato: 1, Cogumelos: 6, Macarrão: 8, Melão: 10, Sabonete: 5, Sopa: 5, Inseticida: 9, Azeitona: 2, Leite: 10, Mostarda: 3	Continente
567497061	Queijo: 6, Doces: 4, Beterraba: 9, Presunto: 6	Pingo Doce
649397585	Feijão: 5, Preservativo: 10, Vinho: 3, Rúcula: 3, Cogumelos: 4, Ervilha: 9, Salsinha: 8	Pingo Doce
681992696	Absorvente: 2, Vinho: 7, Salsinha: 1, Rúcula: 8	Pingo Doce
771743625	Molho: 6, Hidratante: 5, Escova de dentes: 10, Requeijão: 9, Polvilho: 9, Farinha de rosca: 4, Água de coco: 10	Intermarché
166552166	Lentilha: 8	Continente
712458296	Iogurte: 5, Fósforo: 2, Sabão em pó: 6, Água: 6, Açúcar: 1, Shampoo: 6	Intermarché
673723881	Porco: 7, Margarina: 4	Pingo Doce
490721060	Aparelho de barbear: 7, Fio-dental: 5, Toalha de papel: 7, Farinha de milho: 6, Ketchup: 8	Intermarché
753678993	Ricota: 7, Sal grosso: 2, Licor: 3, Queijo ralado: 10	Continente
299909312	Maçã: 1, Chocolate granulado: 9, Feijão: 3, Miúdos: 6, Manteiga: 4, Laranja: 3	Continente
454918262	Bombom: 3, Requeijão: 2, Papel higiênico: 1, Amaciador: 7, Refrigerante: 10, Adoçante: 1, Lâmina de barbear: 6	Pingo Doce
951477059	Pano de limpeza: 4, Geleia: 3, Lâmina de barbear: 3, Aparelho de barbear: 3, Adoçante: 8, Cerveja: 8, Hidratante: 10, Iogurte: 9	Intermarché
407226788	Ketchup: 3, Atum: 9, Patê: 8, Bombom: 10, Leite: 1, Lâmina de barbear: 2, Uva: 7, Fio-dental: 1	Pingo Doce
347652444	Frutas secas: 5, Mortadela: 2	Pingo Doce
606567096	Talco: 6, Linguiça: 8, Lustra-móveis: 5, Água: 1, Leite condensado: 3, Ricota: 10	Continente
264802770	Geleia: 2, Cotonete: 9, Saco de lixo: 6, Inseticida: 5	Continente
279718741	Salsicha: 5, Abacate: 4, Lâmina de barbear: 3	Intermarché
617527554	Milho: 4, Manjericão: 8, Polvilho: 1, Caldo: 3, Chuchu: 3, Geleia: 10	Continente
557654785	Batata: 9, Desinfetante: 10, Água de coco: 3, Bolos: 8, Biscoito: 10, Sopa: 2	Intermarché
276583905	Limpa-vidro: 8	Continente
767166095	Uva: 3, Preservativo: 4, Biscoitos: 8	Continente
299871722	Pente: 5	Pingo Doce
702407980	Frango: 8, Bovina: 8, Tomate: 9, Atum: 10, Chocolate granulado: 10, Salame: 9, Farinha de rosca: 9, Aparelho de barbear: 8, Café: 7	Pingo Doce
518780031	Sabão em pó: 1, Fermento: 10, Papel higiênico: 1, Cortador de unhas: 4, Champanhe: 1, Cerveja: 10, Leite condensado: 7	Pingo Doce
786845429	Lenço de papel: 7	Continente
100815727	Ketchup: 10, Alface: 2, Rúcula: 6	Intermarché
324676869	Escova de dentes: 7, Leite de coco: 6	Continente
979959736	Bacon: 3	Pingo Doce
539156710	Preservativo: 4, Lenço de papel: 6, Detergente: 10	Pingo Doce
165742864	Lustra-móveis: 7, Licor: 3, Tortas: 10	Intermarché
382264877	Tomate: 2	Intermarché
315051123	Doces: 4, Couve: 3, Hambúrguer: 7, Chocolate granulado: 2, Goiaba: 4, Chuchu: 2, Cogumelos: 10, Requeijão: 8, Chá: 1	Intermarché
259790803	Requeijão: 10, Amaciador: 4, Farinha de rosca: 3, Vinho: 5, Inseticida: 5, Sardinha: 9, Lustra-móveis: 4	Continente
713692105	Manteiga: 4, Tomate: 3	Intermarché
898363486	Fósforo: 8, Polpa de tomate: 9, Manjericão: 2, Licor: 6, Alho: 3	Pingo Doce
476484102	Agrião: 8, Escova de dentes: 6, Pano de prato: 1, Temperinho verde: 4	Pingo Doce
859935526	Azeitona: 5, Farinha de mandioca: 5, Abacate: 5, Tomate: 1, Baunilha: 10	Intermarché
696995987	Água de coco: 5, Cogumelos: 1, Creme de barbear: 4, Queijo: 7	Continente
542490160	Manjericão: 7, Antisséptico: 6, Ketchup: 5, Ovos: 7, Azeite: 5, Arroz: 6, Toalha de papel: 6, Sal: 6, Batata palha: 8, Adoçante: 7	Pingo Doce
629523824	Açúcar: 4, Cenoura: 7, Água de coco: 5, Salame: 5, Arroz: 10, Licor: 5	Pingo Doce
846290991	Papel higiênico: 4, Sopa: 6, Salsinha: 8, Coco ralado: 10, Cebola: 9, Rúcula: 5, Leite de coco: 7, Laranja: 1, Beterraba: 8, Pães: 1	Pingo Doce
193014549	Chuchu: 8, Tomate: 6	Pingo Doce
868965306	Temperinho verde: 5, Molho: 3, Milho: 7, Vinho: 5, Gordura vegetal: 5, Abóbora: 10	Pingo Doce
655228331	Molho: 7, Cotonete: 5	Continente
393916306	Bombom: 5, Beterraba: 5, Doces: 6, Rum: 4, Desinfetante: 3, Palmito: 1, Ovos: 7	Pingo Doce
881137978	Requeijão: 7, Doces: 5, Peito de peru: 8, Sal grosso: 5, Licor: 3, Café: 6, Desinfetante: 8, Fermento: 2, Ovos: 10, Lixa: 10	Pingo Doce
539160049	Álcool: 4, Pilhas: 3, Batata: 10	Intermarché
237542832	Miúdos: 6, Couve: 3, Sabão em pó: 3	Pingo Doce
103682309	Arroz: 1, Água: 1, Acetona: 4, Ketchup: 5, Vagem: 10, Sardinha: 5, Abacate: 6	Intermarché
271099621	Salsicha: 2, Pano de limpeza: 8, Iogurte: 2, Chocolate: 2, Lâmina de barbear: 10, Farinha de mandioca: 6, Goiaba: 3	Continente
611022695	Uva: 5, Aparelho de barbear: 8, Escova de dentes: 10	Pingo Doce
572556808	Cebola: 9, Polvilho: 9, Sabão em pó: 10, Preservativo: 6, Berinjela: 4, Patê: 9	Pingo Doce
477869591	Vodca: 3, Palito de dente: 2, Peixe: 8	Intermarché
557362659	Bróculos: 3	Intermarché
329253432	Ovos: 2, Bróculos: 8, Abacaxi: 3	Pingo Doce
671497509	Água: 1	Intermarché
916501545	Toalha de papel: 5, Creme de leite: 9, Maionese: 6, Mostarda: 5, Goiaba: 3, Algodão: 2, Margarina: 7, Chocolate granulado: 7, Frutas secas: 1, Chá: 4	Intermarché
971761052	Salsinha: 6, Sopa: 7, Batata: 2, Agrião: 9, Manjericão: 7, Miúdos: 8, Pepino: 10	Pingo Doce
164612335	Salsicha: 9, Bacon: 5, Lixa: 7, Fósforo: 7, Biscoito: 10, Polpa de tomate: 4, Adoçante: 8	Pingo Doce
997202736	Cerveja: 2, Pano de limpeza: 1	Pingo Doce
765822586	Farinha de trigo: 3, Geleia: 8, Lava-roupas: 1, Milho: 3	Continente
794260734	Beterraba: 10, Desodorizante: 10, Chuchu: 10, Papel higiênico: 5, Cenoura: 4, Alface: 7, Abacaxi: 5, Palmito: 10, Farinha de rosca: 2, Salame: 4	Pingo Doce
523133273	Detergente: 4, Chá: 6, Fio-dental: 4, Limpa-vidro: 8	Pingo Doce
994161736	Escova de dentes: 2, Creme de leite: 7, Condicionador: 7, Salgados: 8, Leite condensado: 1, Linguiça: 10, Salsicha: 10, Lustra-móveis: 8, Tortas: 6	Pingo Doce
538802787	Hidratante: 8, Amaciador: 1, Antisséptico: 1, Rum: 10, Feijão: 4	Intermarché
822395888	Antisséptico: 1, Nata: 10, Laranja: 2, Bolos: 1, Requeijão: 2, Beterraba: 9, Esponja: 6, Fio-dental: 1, Pano de prato: 9	Continente
501654046	Lentilha: 9, Hambúrguer: 10, Vagem: 5, Condicionador: 3	Intermarché
576203160	Ovos: 10, Café: 4, Acetona: 9, Preservativo: 2, Maionese: 7, Absorvente: 6, Pilhas: 4, Hambúrguer: 9	Intermarché
684946056	Gelatina: 7, Pepino: 6, Velas: 3, Laranja: 1, Antisséptico: 10, Geleia: 8, Hidratante: 8	Continente
419835599	Algodão: 3, Rum: 2, Cogumelos: 4, Batata: 10, Pilhas: 9	Continente
407226788	Arroz: 2, Fraldas: 3, Chuchu: 1, Caldo: 2, Batata: 4	Continente
837707875	Azeite: 4, Tempero: 10, Água tônica: 1, Condicionador: 5, Café: 3, Abacate: 10, Ervilha: 2, Desinfetante: 10, Temperinho verde: 10, Sal grosso: 1	Pingo Doce
451132878	Frango: 7, Vodca: 3, Champanhe: 5	Intermarché
802892807	Desodorizante: 6, Aparelho de barbear: 9, Cotonete: 9, Papel higiênico: 7, Farinha de trigo: 1, Carvão: 2, Água: 2	Continente
443400296	Tomate: 5, Vinho: 7, Manjericão: 1	Intermarché
164612335	Pepino: 5, Linguiça: 10, Mostarda: 10, Requeijão: 2, Abacate: 7, Leite: 4, Pêra: 3, Vassoura: 2, Repolho: 4, Sal grosso: 3	Continente
313230455	Farinha de mandioca: 3, Goiaba: 1, Carvão: 4	Continente
574222013	Absorvente: 5, Açúcar: 5, Hambúrguer: 3, Farinha de milho: 3, Leite condensado: 1	Continente
176218614	Cogumelos: 6, Arroz: 5, Chá: 9, Fraldas: 8, Papel higiênico: 3, Lenço de papel: 5, Chocolate granulado: 4, Bombom: 3	Continente
391740781	Presunto: 9, Desodorizante: 3, Pente: 10, Polpa de tomate: 4, Biscoitos: 9, Chá: 1, Fraldas: 8, Bolos: 2	Pingo Doce
479426781	Fio-dental: 8, Bolos: 10, Alho: 9, Guardanapos: 7	Continente
326451932	Água: 8, Fermento: 10, Vassoura: 2, Pães: 6, Queijo: 5, Absorvente: 3, Desinfetante: 5, Cogumelos: 10, Licor: 1, Tortas: 1	Pingo Doce
698746623	Miúdos: 9, Bacon: 6	Intermarché
691154503	Chocolate granulado: 6	Intermarché
320025978	Bolos: 10, Sopa: 6	Intermarché
219547763	Farinha de rosca: 5	Continente
305555010	Adoçante: 1, Agrião: 8, Álcool: 7, Cogumelos: 4, Lenço de papel: 2, Couve: 8, Leite: 9, Patê: 2, Azeitona: 8, Sumo: 5	Intermarché
923550708	Geleia: 5, Vagem: 9, Desinfetante: 1, Couve: 1, Chuchu: 10, Polpa de tomate: 3, Detergente: 2, Bovina: 6, Biscoitos: 4, Melão: 9	Continente
760275932	Lixa: 10, Queijo ralado: 6, Cebola: 7, Chocolate: 4, Caldo: 4, Bombom: 3	Continente
907718491	Pepino: 2, Couve: 4, Chocolate granulado: 3, Peixe: 2, Manteiga: 3	Continente
130628907	Mostarda: 6, Vagem: 2, Toalha de papel: 10, Hidratante: 3, Licor: 3, Sal grosso: 1, Lixa: 8, Sopa: 4, Temperinho verde: 10, Pimentão: 6	Pingo Doce
444061411	Rúcula: 2, Ervilha: 1, Água de coco: 7, Tortas: 10	Intermarché
340146949	Bombom: 2, Banana: 1, Pepino: 10, Doces: 10, Salgados: 1, Bróculos: 3, Sumo: 9, Rum: 5, Esponja: 3, Sopa: 4	Pingo Doce
270659327	Vodca: 9	Intermarché
987441676	Pimentão: 8, Ketchup: 5, Azeitona: 5	Intermarché
347088819	Salame: 6, Esponja: 9, Mostarda: 4, Nata: 7, Mortadela: 5, Macarrão: 10, Margarina: 2, Chá: 1, Vinho: 9	Continente
910185657	Sardinha: 2, Vagem: 8, Salgados: 6, Café: 4, Desodorizante: 3, Gelatina: 5, Salame: 9, Álcool: 8, Leite: 1	Pingo Doce
703112185	Pano de prato: 5	Intermarché
374893727	Velas: 10	Pingo Doce
937929292	Água de coco: 1, Berinjela: 8, Cereal: 4, Lustra-móveis: 10, Licor: 5, Biscoitos: 10	Intermarché
808876153	Macarrão: 1, Peixe: 5, Farinha de rosca: 5, Salame: 4, Pano de prato: 1, Chá: 2, Fio-dental: 2, Maionese: 2	Intermarché
815196273	Frutas secas: 2, Vassoura: 3	Intermarché
528241448	Papel higiênico: 10, Pilhas: 7, Ricota: 2, Leite condensado: 9, Repolho: 10, Rúcula: 9, Saco de lixo: 2, Atum: 5	Intermarché
704551550	Farinha de mandioca: 8, Shampoo: 2, Queijo: 8, Alface: 6, Polvilho: 3, Salsicha: 9, Requeijão: 4, Margarina: 4	Pingo Doce
611063487	Presunto: 5, Pilhas: 1, Chocolate granulado: 7, Pano de limpeza: 10, Preservativo: 5, Fio-dental: 4, Desodorizante: 5, Purificador de ambientes: 7	Continente
226796042	Gelatina: 9, Molho: 7	Continente
611398998	Papel higiênico: 6, Pinça: 4	Pingo Doce
858291872	Tortas: 10, Sal: 10, Bacon: 2, Couve: 2, Chá: 2, Molho: 3, Caldo: 1, Licor: 1, Salgados: 5	Continente
856125708	Talco: 8, Sabonete: 6, Agrião: 5	Continente
399869463	Tomate: 9, Cotonete: 5, Mostarda: 3, Milho: 10, Creme de leite: 9, Pilhas: 6, Talco: 2, Queijo ralado: 8, Rum: 1	Continente
611247735	Frutas secas: 5, Vassoura: 9, Gordura vegetal: 9, Uva: 2, Macarrão: 10	Pingo Doce
924930906	Espinafre: 1, Peixe: 10, Lenço de papel: 3	Pingo Doce
440025769	Pêra: 8, Pente: 5, Frango: 6	Intermarché
359954840	Agrião: 8, Frango: 1, Álcool: 9, Açúcar: 6, Batata: 9, Farinha de mandioca: 3, Saco de lixo: 8, Sopa: 2, Doces: 1, Pano de prato: 1	Continente
926536972	Açúcar: 2	Continente
774493335	Fósforo: 9, Cotonete: 3	Intermarché
837923506	Limpa-vidro: 6, Leite condensado: 7, Toalha de papel: 4, Melão: 7, Saco de lixo: 8, Farinha de milho: 5	Pingo Doce
718934532	Vagem: 8, Patê: 9, Bacon: 4	Intermarché
160742988	Banana: 7, Arroz: 6, Salame: 7, Patê: 7, Rúcula: 10, Vodca: 3	Intermarché
383881498	Frango: 4, Sardinha: 7, Coco ralado: 4, Sopa: 5	Intermarché
704551550	Peixe: 7, Doces: 7	Continente
662304193	Queijo: 10, Carvão: 5, Farinha de mandioca: 8, Hambúrguer: 7, Shampoo: 3, Fio-dental: 1	Intermarché
890471214	Maionese: 8, Condicionador: 5, Farinha de rosca: 4, Lenço de papel: 2, Salsinha: 6, Farinha de milho: 2, Mostarda: 8, Repolho: 8, Algodão: 6	Continente
868410833	Uísque: 4, Sumo: 9, Vodca: 9, Abóbora: 3, Rúcula: 3, Feijão: 4, Polvilho: 9, Bróculos: 1	Intermarché
346840808	Antisséptico: 1, Pães: 3, Molho: 1, Pêra: 1, Abacate: 7	Continente
665800125	Farinha de milho: 9	Continente
988930205	Tortas: 5, Lixa: 2, Papel higiênico: 7, Berinjela: 6, Sardinha: 7, Pente: 10	Pingo Doce
582496192	Mostarda: 6, Pinça: 1, Porco: 7, Frango: 8	Continente
915564834	Polvilho: 7	Intermarché
721936050	Pano de limpeza: 3, Creme de leite: 7, Tempero: 4, Azeitona: 2, Milho: 7, Manjericão: 9	Intermarché
994282033	Desodorizante: 6, Sal: 9, Café: 7, Polvilho: 2, Farinha de trigo: 9, Nata: 9, Tortas: 3	Pingo Doce
860793548	Amaciador: 6, Papel higiênico: 10, Pilhas: 2, Refrigerante: 7, Cortador de unhas: 1	Pingo Doce
